Category,City,Country,Customer ID,Customer Name,Order Date,Order ID,Postal Code,Product ID,Product Name,Region,Segment,Ship Date,Ship Mode,Ship Status,State,Sub-Category,2013 sales,Days to Ship Actual,Days to Ship Scheduled,Discount,Número de registros,Profit,Profit per Customer,Profit per Order,Profit Ratio,Quantity,Row ID,Sales,Sales estimate,Sales Forecast,Sales per Customer,Units estimate
Office Supplies,Johnson City,United States,JF-15190,Jamie Frazer,11/15/2013,CA-2011-116407,37604,OFF-AR-10001315,Newell 310,South,Consumer,11/21/2013,Standard Class,Shipped On Time,Tennessee,Art,$0.0K,6,6,20.00%,1,$0 ,$0.48 ,$0.48 ,11.30%,3,2009,$4 ,$0.0K,$6 ,$4.22 ,4
Office Supplies,Johnson City,United States,JF-15190,Jamie Frazer,11/15/2013,CA-2011-116407,37604,OFF-PA-10002137,"Southworth 100% Résumé Paper, 24lb.",South,Consumer,11/21/2013,Standard Class,Shipped On Time,Tennessee,Paper,$0.0K,6,6,20.00%,1,$8 ,$7.78 ,$7.78 ,31.30%,4,2011,$25 ,$0.0K,$37 ,$24.90 ,6
Office Supplies,Houston,United States,PB-19105,Peter Bühler,11/15/2013,CA-2011-128888,77095,OFF-EN-10003001,Ames Color-File Green Diamond Border X-ray Mailers,Central,Consumer,11/22/2013,Standard Class,Shipped Late,Texas,Envelopes,$0.6K,7,6,20.00%,1,$204 ,$204.07 ,$204.07 ,33.80%,9,2517,$605 ,$0.9K,$906 ,$604.66 ,13
Furniture,Los Angeles,United States,JD-16150,Justin Deggeller,11/16/2013,CA-2011-119144,90008,FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",West,Corporate,11/18/2013,First Class,Shipped Late,California,Bookcases,$0.3K,2,1,15.00%,1,$25 ,$25.20 ,$25.20 ,8.20%,3,8710,$306 ,$0.5K,$458 ,$305.97 ,4
Office Supplies,Los Angeles,United States,JD-16150,Justin Deggeller,11/16/2013,CA-2011-119144,90008,OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,West,Corporate,11/18/2013,First Class,Shipped Late,California,Storage,$0.3K,2,1,0.00%,1,$10 ,$10.35 ,$10.35 ,3.00%,3,8711,$345 ,$0.5K,$517 ,$344.91 ,4
Technology,Los Angeles,United States,JD-16150,Justin Deggeller,11/16/2013,CA-2011-119144,90008,TEC-PH-10004188,OtterBox Commuter Series Case - Samsung Galaxy S4,West,Corporate,11/18/2013,First Class,Shipped Late,California,Phones,$0.1K,2,1,20.00%,1,($18),($17.99),($17.99),-22.50%,4,8709,$80 ,$0.1K,$120 ,$79.97 ,6
Furniture,Decatur,United States,AB-10165,Alan Barnes,11/16/2013,US-2011-139500,62521,FUR-CH-10002017,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,Central,Consumer,11/20/2013,Standard Class,Shipped Early,Illinois,Chairs,$0.0K,4,6,30.00%,1,($1),($1.07),($1.07),-2.90%,2,5304,$37 ,$0.1K,$56 ,$37.30 ,3
Technology,Manhattan,United States,RH-19510,Rick Huthwaite,11/16/2013,CA-2011-149643,66502,TEC-PH-10000038,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,Central,Home Office,11/20/2013,Standard Class,Shipped Early,Kansas,Phones,$0.3K,4,6,0.00%,1,$11 ,$10.96 ,$10.96 ,4.00%,2,3781,$274 ,$0.4K,$410 ,$273.96 ,3
Office Supplies,Bloomington,United States,SR-20740,Steven Roelle,11/16/2013,US-2011-147704,47401,OFF-BI-10001634,Wilson Jones Active Use Binders,Central,Home Office,11/21/2013,Standard Class,Shipped Early,Indiana,Binders,$0.0K,5,6,0.00%,1,$14 ,$14.27 ,$14.27 ,49.00%,4,4447,$29 ,$0.0K,$44 ,$29.12 ,6
Office Supplies,Bloomington,United States,SR-20740,Steven Roelle,11/16/2013,US-2011-147704,47401,OFF-EN-10004483,"#10 White Business Envelopes,4 1/8 x 9 1/2",Central,Home Office,11/21/2013,Standard Class,Shipped Early,Indiana,Envelopes,$0.1K,5,6,0.00%,1,$37 ,$36.82 ,$36.82 ,47.00%,5,4445,$78 ,$0.1K,$117 ,$78.35 ,7
Office Supplies,Bloomington,United States,SR-20740,Steven Roelle,11/16/2013,US-2011-147704,47401,OFF-PA-10003270,Xerox 1954,Central,Home Office,11/21/2013,Standard Class,Shipped Early,Indiana,Paper,$0.0K,5,6,0.00%,1,$14 ,$14.26 ,$14.26 ,45.00%,6,4446,$32 ,$0.0K,$47 ,$31.68 ,9
Office Supplies,Bloomington,United States,SR-20740,Steven Roelle,11/16/2013,US-2011-147704,47401,OFF-ST-10000675,"File Shuttle II and Handi-File, Black",Central,Home Office,11/21/2013,Standard Class,Shipped Early,Indiana,Storage,$0.2K,5,6,0.00%,1,$42 ,$42.36 ,$42.36 ,25.00%,5,4448,$169 ,$0.3K,$254 ,$169.45 ,7
Office Supplies,Huntington Beach,United States,AH-10075,Adam Hart,11/16/2013,CA-2011-160066,92646,OFF-LA-10001045,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,West,Corporate,11/22/2013,Standard Class,Shipped On Time,California,Labels,$0.0K,6,6,0.00%,1,$2 ,$2.40 ,$2.40 ,46.00%,2,4983,$5 ,$0.0K,$8 ,$5.22 ,3
Office Supplies,San Francisco,United States,TS-21205,Thomas Seio,11/17/2013,CA-2011-140662,94109,OFF-AP-10001242,APC 7 Outlet Network SurgeArrest Surge Protector,West,Corporate,11/19/2013,First Class,Shipped Late,California,Appliances,$0.2K,2,1,0.00%,1,$72 ,$72.43 ,$72.43 ,30.00%,3,3264,$241 ,$0.4K,$362 ,$241.44 ,4
Office Supplies,San Francisco,United States,TS-21205,Thomas Seio,11/17/2013,CA-2011-140662,94109,OFF-PA-10003395,Xerox 1941,West,Corporate,11/19/2013,First Class,Shipped Late,California,Paper,$0.7K,2,1,0.00%,1,$352 ,$352.30 ,$352.30 ,48.00%,7,3263,$734 ,$1.1K,"$1,099 ",$733.95 ,10
Technology,San Francisco,United States,TS-21205,Thomas Seio,11/17/2013,CA-2011-140662,94109,TEC-AC-10001314,Case Logic 2.4GHz Wireless Keyboard,West,Corporate,11/19/2013,First Class,Shipped Late,California,Accessories,$0.1K,2,1,0.00%,1,$8 ,$8.00 ,$8.00 ,8.00%,2,3262,$100 ,$0.1K,$150 ,$99.98 ,3
Furniture,Moorhead,United States,MP-17470,Mark Packer,11/17/2013,CA-2011-145926,56560,FUR-CH-10004289,Global Super Steno Chair,Central,Home Office,11/21/2013,Standard Class,Shipped Early,Minnesota,Chairs,$0.5K,4,6,0.00%,1,$82 ,$81.58 ,$81.58 ,17.00%,5,2093,$480 ,$0.7K,$719 ,$479.90 ,7
Office Supplies,Cedar Hill,United States,CB-12025,Cassandra Brandow,11/17/2013,CA-2011-130869,75104,OFF-EN-10002600,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Central,Consumer,11/21/2013,Standard Class,Shipped Early,Texas,Envelopes,$0.0K,4,6,20.00%,1,$2 ,$2.48 ,$2.48 ,35.00%,3,6023,$7 ,$0.0K,$11 ,$7.08 ,4
Furniture,Buffalo,United States,GT-14710,Greg Tran,11/17/2013,CA-2011-128209,14215,FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,East,Consumer,11/22/2013,Standard Class,Shipped Early,New York,Bookcases,$4.0K,5,6,20.00%,1,($50),($50.10),($50.10),-1.30%,10,6536,"$4,008 ",$6.0K,"$6,002 ","$4,007.84 ",15
Furniture,Newark,United States,YC-21895,Yoseph Carroll,11/17/2013,CA-2011-119375,19711,FUR-FU-10002379,Eldon Econocleat Chair Mats for Low Pile Carpets,East,Corporate,11/22/2013,Standard Class,Shipped Early,Delaware,Furnishings,$0.1K,5,6,0.00%,1,$15 ,$14.93 ,$14.93 ,12.00%,3,3072,$124 ,$0.2K,$186 ,$124.41 ,4
Office Supplies,Buffalo,United States,GT-14710,Greg Tran,11/17/2013,CA-2011-128209,14215,OFF-BI-10001359,GBC DocuBind TL300 Electric Binding System,East,Consumer,11/22/2013,Standard Class,Shipped Early,New York,Binders,$2.2K,5,6,20.00%,1,$727 ,$726.56 ,$726.56 ,33.80%,3,6535,"$2,153 ",$3.2K,"$3,224 ","$2,152.78 ",4
Office Supplies,Newark,United States,YC-21895,Yoseph Carroll,11/17/2013,CA-2011-119375,19711,OFF-AR-10003752,Deluxe Chalkboard Eraser Cleaner,East,Corporate,11/22/2013,Standard Class,Shipped Early,Delaware,Art,$0.1K,5,6,0.00%,1,$27 ,$26.56 ,$26.56 ,46.00%,5,3073,$58 ,$0.1K,$86 ,$57.75 ,7
Office Supplies,Newark,United States,YC-21895,Yoseph Carroll,11/17/2013,CA-2011-119375,19711,OFF-ST-10002011,Smead Adjustable Mobile File Trolley with Lockable Top,East,Corporate,11/22/2013,Standard Class,Shipped Early,Delaware,Storage,$2.9K,5,6,0.00%,1,$792 ,$792.27 ,$792.27 ,27.00%,7,3071,"$2,934 ",$4.4K,"$4,394 ","$2,934.33 ",10
Office Supplies,New York City,United States,FG-14260,Frank Gastineau,11/17/2013,CA-2011-101833,10024,OFF-PA-10003591,Southworth 100% Cotton The Best Paper,East,Home Office,11/22/2013,Second Class,Shipped Late,New York,Paper,$0.0K,5,3,0.00%,1,$17 ,$17.22 ,$17.22 ,50.00%,3,9461,$34 ,$0.1K,$52 ,$34.44 ,4
Furniture,Philadelphia,United States,RB-19330,Randy Bradley,11/17/2013,CA-2011-159835,19143,FUR-CH-10004997,Hon Every-Day Series Multi-Task Chairs,East,Consumer,11/24/2013,Standard Class,Shipped Late,Pennsylvania,Chairs,$0.7K,7,6,30.00%,1,($94),($93.99),($93.99),-14.30%,5,3603,$658 ,$1.0K,$985 ,$657.93 ,7
Office Supplies,Philadelphia,United States,RB-19330,Randy Bradley,11/17/2013,CA-2011-159835,19143,OFF-PA-10002137,"Southworth 100% Résumé Paper, 24lb.",East,Consumer,11/24/2013,Standard Class,Shipped Late,Pennsylvania,Paper,$0.0K,7,6,20.00%,1,$4 ,$3.89 ,$3.89 ,31.30%,2,3602,$12 ,$0.0K,$19 ,$12.45 ,3
Furniture,Louisville,United States,PW-19240,Pierre Wener,11/18/2013,CA-2011-164210,80027,FUR-TA-10000849,Bevis Rectangular Conference Tables,West,Consumer,11/20/2013,Second Class,Shipped Early,Colorado,Tables,$0.1K,2,3,50.00%,1,($99),($99.27),($99.27),-68.00%,2,2438,$146 ,$0.2K,$219 ,$145.98 ,3
Office Supplies,Louisville,United States,PW-19240,Pierre Wener,11/18/2013,CA-2011-164210,80027,OFF-PA-10002259,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",West,Consumer,11/20/2013,Second Class,Shipped Early,Colorado,Paper,$0.0K,2,3,20.00%,1,$13 ,$12.53 ,$12.53 ,35.00%,4,2439,$36 ,$0.1K,$54 ,$35.81 ,6
Office Supplies,Minneapolis,United States,JC-16105,Julie Creighton,11/18/2013,CA-2011-141173,55407,OFF-ST-10000885,Fellowes Desktop Hanging File Manager,Central,Corporate,11/20/2013,Second Class,Shipped Early,Minnesota,Storage,$0.1K,2,3,0.00%,1,$17 ,$16.79 ,$16.79 ,25.00%,5,8844,$67 ,$0.1K,$101 ,$67.15 ,7
Furniture,Des Plaines,United States,JK-15730,Joe Kamberova,11/18/2013,CA-2011-163468,60016,FUR-BO-10003546,Hon 4-Shelf Metal Bookcases,Central,Consumer,11/21/2013,First Class,Shipped Late,Illinois,Bookcases,$0.4K,3,1,30.00%,1,($30),($30.29),($30.29),-7.10%,6,7301,$424 ,$0.6K,$635 ,$424.12 ,9
Furniture,Des Plaines,United States,JK-15730,Joe Kamberova,11/18/2013,CA-2011-163468,60016,FUR-FU-10001546,Dana Swing-Arm Lamps,Central,Consumer,11/21/2013,First Class,Shipped Late,Illinois,Furnishings,$0.0K,3,1,60.00%,1,($7),($7.48),($7.48),-87.50%,2,7300,$9 ,$0.0K,$13 ,$8.54 ,3
Furniture,Des Plaines,United States,JK-15730,Joe Kamberova,11/18/2013,CA-2011-163468,60016,FUR-TA-10002533,BPI Conference Tables,Central,Consumer,11/21/2013,First Class,Shipped Late,Illinois,Tables,$0.3K,3,1,50.00%,1,($175),($175.26),($175.26),-60.00%,4,7299,$292 ,$0.4K,$437 ,$292.10 ,6
Office Supplies,Des Plaines,United States,JK-15730,Joe Kamberova,11/18/2013,CA-2011-163468,60016,OFF-BI-10004728,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Central,Consumer,11/21/2013,First Class,Shipped Late,Illinois,Binders,$0.0K,3,1,80.00%,1,($5),($4.92),($4.92),-170.00%,3,7302,$3 ,$0.0K,$4 ,$2.89 ,4
Office Supplies,Des Plaines,United States,JK-15730,Joe Kamberova,11/18/2013,CA-2011-163468,60016,OFF-ST-10000025,Fellowes Stor/Drawer Steel Plus Storage Drawers,Central,Consumer,11/21/2013,First Class,Shipped Late,Illinois,Storage,$0.4K,3,1,20.00%,1,($67),($66.80),($66.80),-17.50%,5,7303,$382 ,$0.6K,$572 ,$381.72 ,7
Office Supplies,Provo,United States,JG-15805,John Grady,11/18/2013,CA-2011-104829,84604,OFF-PA-10003016,"Adams ""While You Were Out"" Message Pads",West,Corporate,11/21/2013,Second Class,Shipped On Time,Utah,Paper,$0.0K,3,3,0.00%,1,$10 ,$9.89 ,$9.89 ,45.00%,7,5396,$22 ,$0.0K,$33 ,$21.98 ,10
Furniture,Philadelphia,United States,CS-11950,Carlos Soltero,11/18/2013,US-2011-159926,19140,FUR-FU-10001473,"Eldon Executive Woodline II Desk Accessories, Mahogany",East,Consumer,11/22/2013,Standard Class,Shipped Early,Pennsylvania,Furnishings,$0.1K,4,6,20.00%,1,$5 ,$5.28 ,$5.28 ,8.80%,3,3303,$60 ,$0.1K,$90 ,$60.31 ,4
Office Supplies,Philadelphia,United States,CS-11950,Carlos Soltero,11/18/2013,US-2011-159926,19140,OFF-BI-10003656,Fellowes PB200 Plastic Comb Binding Machine,East,Consumer,11/22/2013,Standard Class,Shipped Early,Pennsylvania,Binders,$0.1K,4,6,70.00%,1,($41),($40.80),($40.80),-80.00%,1,3300,$51 ,$0.1K,$76 ,$51.00 ,1
Office Supplies,Philadelphia,United States,CS-11950,Carlos Soltero,11/18/2013,US-2011-159926,19140,OFF-BI-10004656,Peel & Stick Add-On Corner Pockets,East,Consumer,11/22/2013,Standard Class,Shipped Early,Pennsylvania,Binders,$0.0K,4,6,70.00%,1,($1),($1.43),($1.43),-73.30%,3,3304,$2 ,$0.0K,$3 ,$1.94 ,4
Office Supplies,Philadelphia,United States,CS-11950,Carlos Soltero,11/18/2013,US-2011-159926,19140,OFF-ST-10003656,Safco Industrial Wire Shelving,East,Consumer,11/22/2013,Standard Class,Shipped Early,Pennsylvania,Storage,$0.1K,4,6,20.00%,1,($16),($16.32),($16.32),-21.30%,1,3301,$77 ,$0.1K,$115 ,$76.79 ,1
Technology,Philadelphia,United States,CS-11950,Carlos Soltero,11/18/2013,US-2011-159926,19140,TEC-PH-10001128,Motorola Droid Maxx,East,Consumer,11/22/2013,Standard Class,Shipped Early,Pennsylvania,Phones,$0.5K,4,6,40.00%,1,($108),($107.99),($107.99),-20.00%,6,3302,$540 ,$0.8K,$809 ,$539.96 ,9
Furniture,Franklin,United States,MK-17905,Michael Kennedy,11/18/2013,CA-2011-161032,53132,FUR-CH-10001482,Office Star - Mesh Screen back chair with Vinyl seat,Central,Corporate,11/23/2013,Standard Class,Shipped Early,Wisconsin,Chairs,$0.4K,5,6,0.00%,1,$43 ,$43.22 ,$43.22 ,11.00%,3,9285,$393 ,$0.6K,$588 ,$392.94 ,4
Office Supplies,Fairfield,United States,MS-17530,MaryBeth Skach,11/18/2013,CA-2011-133809,45014,OFF-BI-10001757,Pressboard Hanging Data Binders for Unburst Sheets,East,Consumer,11/23/2013,Second Class,Shipped Late,Ohio,Binders,$0.0K,5,3,70.00%,1,($9),($8.66),($8.66),-73.30%,8,4908,$12 ,$0.0K,$18 ,$11.81 ,12
Technology,Fairfield,United States,MS-17530,MaryBeth Skach,11/18/2013,CA-2011-133809,45014,TEC-PH-10004875,PNY Rapid USB Car Charger - Black,East,Consumer,11/23/2013,Second Class,Shipped Late,Ohio,Phones,$0.0K,5,3,40.00%,1,($2),($2.08),($2.08),-21.70%,2,4909,$10 ,$0.0K,$14 ,$9.59 ,3
Furniture,Seattle,United States,MH-17785,Maya Herman,11/18/2013,CA-2011-124702,98105,FUR-FU-10003553,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",West,Corporate,11/25/2013,Standard Class,Shipped Late,Washington,Furnishings,$0.1K,7,6,0.00%,1,$55 ,$55.02 ,$55.02 ,40.00%,2,9637,$138 ,$0.2K,$206 ,$137.54 ,3
Furniture,Seattle,United States,MH-17785,Maya Herman,11/18/2013,CA-2011-124702,98105,FUR-TA-10003008,"Lesro Round Back Collection Coffee Table, End Table",West,Corporate,11/25/2013,Standard Class,Shipped Late,Washington,Tables,$0.7K,7,6,0.00%,1,$95 ,$94.93 ,$94.93 ,13.00%,4,9638,$730 ,$1.1K,"$1,094 ",$730.20 ,6
Office Supplies,Chicago,United States,AB-10600,Ann Blume,11/18/2013,CA-2011-115336,60623,OFF-BI-10001107,"GBC White Gloss Covers, Plain Front",Central,Corporate,11/25/2013,Standard Class,Shipped Late,Illinois,Binders,$0.0K,7,6,80.00%,1,($24),($23.89),($23.89),-165.00%,5,4131,$14 ,$0.0K,$22 ,$14.48 ,7
Technology,Philadelphia,United States,RD-19900,Ruben Dartt,11/19/2013,US-2011-149034,19120,TEC-AC-10003023,Logitech G105 Gaming Keyboard,East,Consumer,11/21/2013,First Class,Shipped Late,Pennsylvania,Accessories,$0.0K,2,1,20.00%,1,($1),($1.19),($1.19),-2.50%,1,8973,$47 ,$0.1K,$71 ,$47.50 ,1
Office Supplies,Philadelphia,United States,AD-10180,Alan Dominguez,11/19/2013,CA-2011-128062,19134,OFF-PA-10001583,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",East,Home Office,11/22/2013,Second Class,Shipped On Time,Pennsylvania,Paper,$0.0K,3,3,20.00%,1,$2 ,$1.98 ,$1.98 ,33.80%,1,9736,$6 ,$0.0K,$9 ,$5.88 ,1
Technology,Jamestown,United States,JM-15865,John Murray,11/19/2013,CA-2011-144624,14701,TEC-PH-10002885,Apple iPhone 5,East,Consumer,11/23/2013,Standard Class,Shipped Early,New York,Phones,$4.5K,4,6,0.00%,1,"$1,228 ","$1,228.18 ","$1,228.18 ",27.00%,7,2493,"$4,549 ",$6.8K,"$6,812 ","$4,548.81 ",10
Office Supplies,Coon Rapids,United States,MW-18220,Mitch Webber,11/19/2013,CA-2011-150518,55433,OFF-ST-10000877,Recycled Steel Personal File for Standard File Folders,Central,Consumer,11/24/2013,Standard Class,Shipped Early,Minnesota,Storage,$0.2K,5,6,0.00%,1,$58 ,$57.50 ,$57.50 ,26.00%,4,9648,$221 ,$0.3K,$331 ,$221.16 ,6
Office Supplies,Salt Lake City,United States,DB-13360,Dennis Bolton,11/19/2013,CA-2011-100972,84106,OFF-PA-10000357,Xerox 1888,West,Home Office,11/24/2013,Second Class,Shipped Late,Utah,Paper,$0.2K,5,3,0.00%,1,$80 ,$79.89 ,$79.89 ,48.00%,3,7868,$166 ,$0.2K,$249 ,$166.44 ,4
Technology,Coon Rapids,United States,MW-18220,Mitch Webber,11/19/2013,CA-2011-150518,55433,TEC-PH-10002103,Jabra SPEAK 410,Central,Consumer,11/24/2013,Standard Class,Shipped Early,Minnesota,Phones,$0.3K,5,6,0.00%,1,$79 ,$78.95 ,$78.95 ,28.00%,3,9649,$282 ,$0.4K,$422 ,$281.97 ,4
Technology,Monroe,United States,RM-19675,Robert Marley,11/19/2013,CA-2011-158274,71203,TEC-AC-10002345,HP Standard 104 key PS/2 Keyboard,South,Home Office,11/24/2013,Second Class,Shipped Late,Louisiana,Accessories,$0.0K,5,3,0.00%,1,$7 ,$7.25 ,$7.25 ,25.00%,2,185,$29 ,$0.0K,$43 ,$29.00 ,3
Technology,Monroe,United States,RM-19675,Robert Marley,11/19/2013,CA-2011-158274,71203,TEC-PH-10003273,AT&T TR1909W,South,Home Office,11/24/2013,Second Class,Shipped Late,Louisiana,Phones,$0.5K,5,3,0.00%,1,$131 ,$131.03 ,$131.03 ,26.00%,4,183,$504 ,$0.8K,$755 ,$503.96 ,6
Technology,Monroe,United States,RM-19675,Robert Marley,11/19/2013,CA-2011-158274,71203,TEC-PH-10004896,Nokia Lumia 521 (T-Mobile),South,Home Office,11/24/2013,Second Class,Shipped Late,Louisiana,Phones,$0.1K,5,3,0.00%,1,$42 ,$41.99 ,$41.99 ,28.00%,5,184,$150 ,$0.2K,$225 ,$149.95 ,7
Furniture,Wilmington,United States,GR-14560,Georgia Rosenberg,11/19/2013,US-2011-123183,19805,FUR-BO-10000362,Sauder Inglewood Library Bookcases,East,Corporate,11/25/2013,Standard Class,Shipped On Time,Delaware,Bookcases,$1.0K,6,6,0.00%,1,$236 ,$235.95 ,$235.95 ,23.00%,6,5395,"$1,026 ",$1.5K,"$1,536 ","$1,025.88 ",9
Office Supplies,Wilmington,United States,GR-14560,Georgia Rosenberg,11/19/2013,US-2011-123183,19805,OFF-BI-10002429,"Premier Elliptical Ring Binder, Black",East,Corporate,11/25/2013,Standard Class,Shipped On Time,Delaware,Binders,$0.2K,6,6,0.00%,1,$102 ,$102.28 ,$102.28 ,48.00%,7,5394,$213 ,$0.3K,$319 ,$213.08 ,10
Office Supplies,Wilmington,United States,GR-14560,Georgia Rosenberg,11/19/2013,US-2011-123183,19805,OFF-LA-10002787,Avery 480,East,Corporate,11/25/2013,Standard Class,Shipped On Time,Delaware,Labels,$0.0K,6,6,0.00%,1,$11 ,$10.80 ,$10.80 ,48.00%,6,5392,$23 ,$0.0K,$34 ,$22.50 ,9
Office Supplies,Wilmington,United States,GR-14560,Georgia Rosenberg,11/19/2013,US-2011-123183,19805,OFF-LA-10001569,Avery 499,East,Corporate,11/25/2013,Standard Class,Shipped On Time,Delaware,Labels,$0.0K,6,6,0.00%,1,$5 ,$4.58 ,$4.58 ,46.00%,2,5393,$10 ,$0.0K,$15 ,$9.96 ,3
Office Supplies,New York City,United States,KH-16330,Katharine Harms,11/20/2013,CA-2011-140396,10024,OFF-BI-10003669,3M Organizer Strips,East,Corporate,11/25/2013,Standard Class,Shipped Early,New York,Binders,$0.0K,5,6,20.00%,1,$5 ,$4.54 ,$4.54 ,35.00%,3,7553,$13 ,$0.0K,$19 ,$12.96 ,4
Office Supplies,New York City,United States,KH-16330,Katharine Harms,11/20/2013,CA-2011-140396,10024,OFF-EN-10002592,"Peel & Seel Recycled Catalog Envelopes, Brown",East,Corporate,11/25/2013,Standard Class,Shipped Early,New York,Envelopes,$0.0K,5,6,0.00%,1,$17 ,$17.37 ,$17.37 ,50.00%,3,7551,$35 ,$0.1K,$52 ,$34.74 ,4
Office Supplies,New York City,United States,KH-16330,Katharine Harms,11/20/2013,CA-2011-140396,10024,OFF-PA-10000223,Xerox 2000,East,Corporate,11/25/2013,Standard Class,Shipped Early,New York,Paper,$0.0K,5,6,0.00%,1,$12 ,$12.44 ,$12.44 ,48.00%,4,7554,$26 ,$0.0K,$39 ,$25.92 ,6
Technology,New York City,United States,KH-16330,Katharine Harms,11/20/2013,CA-2011-140396,10024,TEC-PH-10004447,Toshiba IPT2010-SD IP Telephone,East,Corporate,11/25/2013,Standard Class,Shipped Early,New York,Phones,$0.8K,5,6,0.00%,1,$217 ,$216.82 ,$216.82 ,26.00%,6,7552,$834 ,$1.2K,"$1,249 ",$833.94 ,9
Office Supplies,Richmond,United States,DH-13075,Dave Hallsten,11/21/2013,CA-2011-102274,40475,OFF-AR-10002833,Newell 322,South,Corporate,11/26/2013,Standard Class,Shipped Early,Kentucky,Art,$0.0K,5,6,0.00%,1,$1 ,$1.47 ,$1.47 ,27.00%,3,3402,$5 ,$0.0K,$8 ,$5.46 ,4
Office Supplies,Richmond,United States,DH-13075,Dave Hallsten,11/21/2013,CA-2011-102274,40475,OFF-PA-10004359,Multicolor Computer Printout Paper,South,Corporate,11/26/2013,Standard Class,Shipped Early,Kentucky,Paper,$0.6K,5,6,0.00%,1,$302 ,$301.97 ,$301.97 ,48.00%,6,3400,$629 ,$0.9K,$942 ,$629.10 ,9
Office Supplies,Richmond,United States,DH-13075,Dave Hallsten,11/21/2013,CA-2011-102274,40475,OFF-ST-10001511,Space Solutions Commercial Steel Shelving,South,Corporate,11/26/2013,Standard Class,Shipped Early,Kentucky,Storage,$0.2K,5,6,0.00%,1,$10 ,$9.70 ,$9.70 ,5.00%,3,3401,$194 ,$0.3K,$290 ,$193.95 ,4
Office Supplies,San Francisco,United States,GR-14560,Georgia Rosenberg,11/21/2013,CA-2011-103401,94110,OFF-PA-10003309,Xerox 211,West,Corporate,11/26/2013,Standard Class,Shipped Early,California,Paper,$0.0K,5,6,0.00%,1,$6 ,$6.22 ,$6.22 ,48.00%,2,4499,$13 ,$0.0K,$19 ,$12.96 ,3
Office Supplies,San Francisco,United States,SC-20680,Steve Carroll,11/21/2013,CA-2011-154781,94110,OFF-PA-10001609,Tops Wirebound Message Log Books,West,Home Office,11/26/2013,Standard Class,Shipped Early,California,Paper,$0.0K,5,6,0.00%,1,$3 ,$3.03 ,$3.03 ,46.00%,2,7740,$7 ,$0.0K,$10 ,$6.58 ,3
Technology,Richmond,United States,DH-13075,Dave Hallsten,11/21/2013,CA-2011-102274,40475,TEC-PH-10002923,"Logitech B530 USB Headset - headset - Full size, Binaural",South,Corporate,11/26/2013,Standard Class,Shipped Early,Kentucky,Phones,$0.0K,5,6,0.00%,1,$10 ,$9.99 ,$9.99 ,27.00%,1,3399,$37 ,$0.1K,$55 ,$36.99 ,1
Technology,San Francisco,United States,SC-20680,Steve Carroll,11/21/2013,CA-2011-154781,94110,TEC-AC-10000474,Kensington Expert Mouse Optical USB Trackball for PC or Mac,West,Home Office,11/26/2013,Standard Class,Shipped Early,California,Accessories,$0.1K,5,6,0.00%,1,$28 ,$28.50 ,$28.50 ,30.00%,1,7741,$95 ,$0.1K,$142 ,$94.99 ,1
Office Supplies,Dallas,United States,JK-15325,Jason Klamczynski,11/21/2013,US-2011-168501,75220,OFF-EN-10001509,Poly String Tie Envelopes,Central,Corporate,11/27/2013,Standard Class,Shipped On Time,Texas,Envelopes,$0.0K,6,6,20.00%,1,$1 ,$0.55 ,$0.55 ,33.80%,1,5343,$2 ,$0.0K,$2 ,$1.63 ,1
Technology,Dallas,United States,JK-15325,Jason Klamczynski,11/21/2013,US-2011-168501,75220,TEC-PH-10004922,RCA Visys Integrated PBX 8-Line Router,Central,Corporate,11/27/2013,Standard Class,Shipped On Time,Texas,Phones,$0.3K,6,6,20.00%,1,$17 ,$16.75 ,$16.75 ,6.30%,5,5344,$268 ,$0.4K,$401 ,$267.96 ,7
Office Supplies,Pasadena,United States,EH-14185,Evan Henry,11/22/2013,CA-2011-105340,77506,OFF-BI-10001765,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Central,Consumer,11/25/2013,First Class,Shipped Late,Texas,Binders,$0.0K,3,1,80.00%,1,($11),($11.08),($11.08),-160.00%,1,3394,$7 ,$0.0K,$10 ,$6.93 ,1
Office Supplies,Atlanta,United States,RB-19645,Robert Barroso,11/22/2013,CA-2011-125682,30318,OFF-PA-10001752,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),South,Corporate,11/25/2013,First Class,Shipped Late,Georgia,Paper,$0.0K,3,1,0.00%,1,$5 ,$4.88 ,$4.88 ,49.00%,2,6806,$10 ,$0.0K,$15 ,$9.96 ,3
